Invoice ID,Customer ID,Gender,Product_Name,Category,Unit price,Quantity,Tax 5%,Total,Date,Payment_Method
848-62-7243,C-23-1-677,Male,Face Wash,Health_and_beauty,24.89,9,11.2005,235.2105,10/1/2023,CB Pay
595-11-5460,C-23-1-678,Male,Cushion,Home_and_lifestyle,96.58,2,9.658,202.818,22/1/2023,Wave Pay
129-29-8530,C-23-1-679,Male,Bracelet,Fashion_accessories,62.62,5,15.655,328.755,22/1/2023,Card
272-65-1806,C-23-1-680,Female,Lip Balm,Health_and_beauty,60.88,9,27.396,575.316,30/1/2023,Cash
162-48-8011,C-23-1-681,Female,Earphones,Electronic_accessories,44.59,5,11.1475,234.0975,11/1/2023,KBZ Pay
106-35-6779,C-23-1-682,Male,Wall Clock,Home_and_lifestyle,44.34,2,4.434,93.114,11/1/2023,Cash
635-40-6220,C-23-1-683,Male,Wall Clock,Home_and_lifestyle,89.6,8,35.84,752.64,30/1/2023,AYA Pay
817-48-8732,C-23-1-684,Female,Cookies,Food_and_beverages,72.35,10,36.175,759.675,18/1/2023,Cash
199-75-8169,C-23-1-685,Male,Shampoo,Health_and_beauty,15.81,10,7.905,166.005,13/1/2023,Wave Pay
877-22-3308,C-23-1-686,Male,Sunglasses,Fashion_accessories,15.87,10,7.935,166.635,28/1/2023,Cash
232-11-3025,C-23-1-687,Male,Picture Frame,Home_and_lifestyle,78.77,10,39.385,827.085,19/1/2023,KBZ Pay
382-03-4532,C-23-1-688,Female,Chips,Food_and_beverages,18.33,1,0.9165,19.2465,23/1/2023,Wave Pay
287-21-9091,C-23-1-689,Male,Phone Case,Electronic_accessories,74.67,9,33.6015,705.6315,17/1/2023,Card
381-20-0914,C-23-1-690,Female,Face Wash,Health_and_beauty,20.01,9,9.0045,189.0945,9/1/2023,Cash
633-44-8566,C-23-1-691,Male,Bracelet,Fashion_accessories,49.38,7,17.283,362.943,19/1/2023,CB Pay
504-35-8843,C-23-1-692,Male,Gym Towel,Sports_and_travel,42.47,1,2.1235,44.5935,15/1/2023,Cash
873-51-0671,C-23-1-693,Female,Picture Frame,Home_and_lifestyle,21.98,7,7.693,161.553,30/1/2023,KBZ Pay
594-34-4444,C-23-1-694,Male,Earphones,Electronic_accessories,97.16,1,4.858,102.018,26/1/2023,Cash
865-92-6136,C-23-1-695,Male,Cookies,Food_and_beverages,52.75,3,7.9125,166.1625,17/1/2023,Wave Pay
212-62-1842,C-23-1-696,Male,Picture Frame,Home_and_lifestyle,58.26,6,17.478,367.038,9/1/2023,Wave Pay
704-48-3927,C-23-1-697,Male,Backpack,Sports_and_travel,88.67,10,44.335,931.035,9/1/2023,AYA Pay
630-74-5166,C-23-1-698,Male,Scarf,Fashion_accessories,62.13,6,18.639,391.419,20/1/2023,CB Pay
645-44-1170,C-23-1-699,Male,Face Wash,Health_and_beauty,58.07,9,26.1315,548.7615,13/1/2023,Wave Pay
642-32-2990,C-23-1-700,Female,Shampoo,Health_and_beauty,10.96,10,5.48,115.08,16/1/2023,KBZ Pay
638-60-7125,C-23-1-701,Female,Earphones,Electronic_accessories,99.56,8,39.824,836.304,5/1/2023,KBZ Pay
668-90-8900,C-23-1-702,Female,Picture Frame,Home_and_lifestyle,93.69,7,32.7915,688.6215,31/1/2023,Card
870-54-3162,C-23-1-703,Female,Sunscreen,Health_and_beauty,32.25,5,8.0625,169.3125,17/1/2023,CB Pay
802-70-5316,C-23-1-704,Female,Phone Case,Electronic_accessories,92.13,6,27.639,580.419,8/1/2023,Card
700-81-1757,C-23-1-705,Female,Watch,Fashion_accessories,26.31,5,6.5775,138.1275,3/1/2023,AYA Pay
354-39-5160,C-23-1-706,Female,Picture Frame,Home_and_lifestyle,34.42,6,10.326,216.846,14/1/2023,KBZ Pay
575-30-8091,C-23-1-707,Male,Hat,Fashion_accessories,72.5,8,29.0,609.0,24/1/2023,Cash
239-10-7476,C-23-1-708,Female,Chips,Food_and_beverages,77.95,6,23.385,491.085,5/1/2023,Wave Pay
685-64-1609,C-23-1-709,Female,Water Bottle,Sports_and_travel,30.14,10,15.07,316.47,25/1/2023,Card
238-49-0436,C-23-1-710,Male,Backpack,Sports_and_travel,32.46,8,12.984,272.664,20/1/2023,KBZ Pay
746-94-0204,C-23-1-711,Male,Picture Frame,Home_and_lifestyle,83.24,9,37.458,786.618,8/1/2023,Cash
782-95-9291,C-23-1-712,Male,Running Shoes,Sports_and_travel,92.29,5,23.0725,484.5225,16/1/2023,AYA Pay
275-28-0149,C-23-1-713,Male,Cookies,Food_and_beverages,63.69,1,3.1845,66.8745,24/1/2023,CB Pay
101-17-6199,C-23-1-714,Male,Gym Towel,Sports_and_travel,45.79,7,16.0265,336.5565,22/1/2023,Card
687-47-8271,C-23-1-715,Male,Sunscreen,Health_and_beauty,98.98,10,49.49,1039.29,14/1/2023,Card
796-32-9050,C-23-1-716,Male,Coffee,Food_and_beverages,51.28,6,15.384,323.064,17/1/2023,Card
105-31-1824,C-23-1-717,Male,Juice,Food_and_beverages,69.52,7,24.332,510.972,26/1/2023,CB Pay
249-42-3782,C-23-1-718,Male,Cookies,Food_and_beverages,70.01,5,17.5025,367.5525,24/1/2023,Wave Pay
827-26-2100,C-23-1-719,Male,Bracelet,Fashion_accessories,33.84,9,15.228,319.788,30/1/2023,Cash
175-54-2529,C-23-1-720,Male,Coffee,Food_and_beverages,22.17,8,8.868,186.228,28/1/2023,Cash
407-63-8975,C-23-1-721,Male,Earphones,Electronic_accessories,73.88,6,22.164,465.444,18/1/2023,Wave Pay
851-28-6367,C-23-1-722,Male,Shampoo,Health_and_beauty,15.5,10,7.75,162.75,5/1/2023,CB Pay
586-25-0848,C-23-1-723,Female,Water Bottle,Sports_and_travel,12.34,7,4.319,90.699,1/1/2023,AYA Pay
400-60-7251,C-23-1-724,Male,Cushion,Home_and_lifestyle,74.07,1,3.7035,77.7735,25/1/2023,CB Pay
831-07-6050,C-23-1-725,Male,Gym Towel,Sports_and_travel,32.71,5,8.1775,171.7275,26/1/2023,Card
856-22-8149,C-23-1-726,Female,Lip Balm,Health_and_beauty,25.29,1,1.2645,26.5545,14/1/2023,CB Pay
749-24-1565,C-23-1-727,Female,Phone Case,Electronic_accessories,23.03,9,10.3635,217.6335,19/1/2023,AYA Pay
888-02-0338,C-23-1-728,Male,Sunscreen,Health_and_beauty,26.23,9,11.8035,247.8735,22/1/2023,CB Pay
802-43-8934,C-23-1-729,Male,USB Cable,Electronic_accessories,18.28,1,0.914,19.194,11/1/2023,Cash
319-74-2561,C-23-1-730,Female,Tea,Food_and_beverages,94.64,3,14.196,298.116,24/1/2023,KBZ Pay
213-72-6612,C-23-1-731,Male,Shampoo,Health_and_beauty,43.25,2,4.325,90.825,17/1/2023,Card
721-86-6247,C-23-1-732,Female,Cookies,Food_and_beverages,63.42,8,25.368,532.728,28/1/2023,KBZ Pay
157-13-5295,C-23-1-733,Male,Hat,Fashion_accessories,51.94,10,25.97,545.37,17/1/2023,AYA Pay
645-78-8093,C-23-1-734,Female,Face Wash,Health_and_beauty,93.14,2,9.314,195.594,13/1/2023,Card
478-06-7835,C-23-1-735,Male,Chips,Food_and_beverages,89.69,1,4.4845,94.1745,5/1/2023,Cash
540-11-4336,C-23-1-736,Male,USB Cable,Electronic_accessories,24.94,9,11.223,235.683,31/1/2023,CB Pay
448-81-5016,C-23-1-737,Male,Water Bottle,Sports_and_travel,59.77,2,5.977,125.517,26/1/2023,KBZ Pay
217-58-1179,C-23-1-738,Male,Juice,Food_and_beverages,62.65,4,12.53,263.13,21/1/2023,KBZ Pay
530-90-9855,C-23-1-739,Male,Face Wash,Health_and_beauty,47.59,8,19.036,399.756,4/1/2023,Card
604-70-6476,C-23-1-740,Male,Chips,Food_and_beverages,17.94,5,4.485,94.185,28/1/2023,KBZ Pay
799-71-1548,C-23-1-741,Male,Gym Towel,Sports_and_travel,77.72,4,15.544,326.424,17/1/2023,Wave Pay
290-68-2984,C-23-1-742,Male,Shampoo,Health_and_beauty,23.75,4,4.75,99.75,18/1/2023,Wave Pay
704-11-6354,C-23-1-743,Male,Watch,Fashion_accessories,58.9,8,23.56,494.76,8/1/2023,KBZ Pay
366-93-0948,C-23-1-744,Male,Scarf,Fashion_accessories,66.35,1,3.3175,69.6675,17/1/2023,KBZ Pay
729-09-9681,C-23-1-745,Male,Face Wash,Health_and_beauty,25.91,6,7.773,163.233,12/1/2023,CB Pay
151-16-1484,C-23-1-746,Male,Picture Frame,Home_and_lifestyle,32.25,4,6.45,135.45,8/1/2023,AYA Pay
850-41-9669,C-23-1-747,Female,Power Bank,Electronic_accessories,75.06,9,33.777,709.317,29/1/2023,Cash
447-15-7839,C-23-1-748,Female,Phone Case,Electronic_accessories,22.24,10,11.12,233.52,24/1/2023,KBZ Pay
253-12-6086,C-23-1-749,Female,Cushion,Home_and_lifestyle,98.4,7,34.44,723.24,11/1/2023,Wave Pay
144-51-6085,C-23-1-750,Male,Cookies,Food_and_beverages,70.74,4,14.148,297.108,8/1/2023,CB Pay
731-14-2199,C-23-1-751,Female,Power Bank,Electronic_accessories,35.54,10,17.77,373.17,29/1/2023,KBZ Pay
126-54-1082,C-23-1-752,Female,Sunglasses,Fashion_accessories,21.54,9,9.693,203.553,22/1/2023,Cash
633-91-1052,C-23-1-753,Female,Water Bottle,Sports_and_travel,12.03,2,1.203,25.263,17/1/2023,AYA Pay
828-61-5674,C-23-1-754,Male,Power Bank,Electronic_accessories,44.02,10,22.01,462.21,16/1/2023,Wave Pay
136-08-6195,C-23-1-755,Female,Earphones,Electronic_accessories,69.96,8,27.984,587.664,12/1/2023,KBZ Pay
490-29-1201,C-23-1-756,Female,Hat,Fashion_accessories,15.34,1,0.767,16.107,11/1/2023,AYA Pay
667-92-0055,C-23-1-757,Male,Candles,Home_and_lifestyle,99.83,6,29.949,628.929,22/1/2023,Cash
565-17-3836,C-23-1-758,Female,Backpack,Sports_and_travel,47.67,4,9.534,200.214,23/1/2023,CB Pay
430-60-3493,C-23-1-759,Female,Tea,Food_and_beverages,94.88,7,33.208,697.368,4/1/2023,CB Pay
278-97-7759,C-23-1-760,Female,Wall Clock,Home_and_lifestyle,62.48,1,3.124,65.604,22/1/2023,Cash
316-68-6352,C-23-1-761,Female,Earphones,Electronic_accessories,36.36,2,3.636,76.356,31/1/2023,Cash
744-02-5987,C-23-1-762,Male,Phone Case,Electronic_accessories,78.38,6,23.514,493.794,19/1/2023,KBZ Pay
307-83-9164,C-23-1-763,Male,Wall Clock,Home_and_lifestyle,60.01,4,12.002,252.042,27/1/2023,AYA Pay
439-54-7422,C-23-1-764,Female,Sunscreen,Health_and_beauty,51.19,4,10.238,214.998,30/1/2023,Card
411-77-0180,C-23-1-765,Male,Watch,Fashion_accessories,72.2,7,25.27,530.67,8/1/2023,AYA Pay
286-01-5402,C-23-1-766,Female,Chips,Food_and_beverages,40.23,7,14.0805,295.6905,15/1/2023,Card
803-17-8013,C-23-1-767,Female,Face Wash,Health_and_beauty,88.79,8,35.516,745.836,7/1/2023,AYA Pay
512-98-1403,C-23-1-768,Female,USB Cable,Electronic_accessories,26.48,3,3.972,83.412,27/1/2023,Wave Pay
848-42-2560,C-23-1-769,Female,Watch,Fashion_accessories,81.91,2,8.191,172.011,20/1/2023,Cash
870-76-1733,C-23-1-770,Female,Tea,Food_and_beverages,14.23,5,3.5575,74.7075,18/1/2023,Cash
423-64-4619,C-23-1-771,Female,Power Bank,Electronic_accessories,15.55,9,6.9975,146.9475,17/1/2023,Cash
372-94-8041,C-23-1-772,Male,Yoga Mat,Sports_and_travel,15.26,6,4.578,96.138,10/1/2023,AYA Pay
563-91-7120,C-23-1-773,Female,Backpack,Sports_and_travel,61.77,5,15.4425,324.2925,20/1/2023,Cash
746-54-5508,C-23-1-774,Male,Tea,Food_and_beverages,21.52,6,6.456,135.576,31/1/2023,Wave Pay
815-11-1168,C-23-1-775,Male,Phone Case,Electronic_accessories,99.78,5,24.945,523.845,9/1/2023,Wave Pay
340-66-0321,C-23-1-776,Male,Face Wash,Health_and_beauty,36.36,4,7.272,152.712,22/1/2023,Card
634-97-8956,C-23-1-777,Male,Charger,Electronic_accessories,32.9,3,4.935,103.635,2/1/2023,CB Pay
566-71-1091,C-23-1-778,Male,Earphones,Electronic_accessories,77.02,5,19.255,404.355,9/1/2023,Card
442-48-3607,C-23-1-779,Male,Picture Frame,Home_and_lifestyle,23.48,2,2.348,49.308,8/1/2023,Wave Pay
527-09-6272,C-23-1-780,Female,Wall Clock,Home_and_lifestyle,28.45,5,7.1125,149.3625,29/1/2023,KBZ Pay
898-04-2717,C-23-1-781,Male,Wall Clock,Home_and_lifestyle,76.4,9,34.38,721.98,22/1/2023,CB Pay
150-89-8043,C-23-1-782,Male,Earphones,Electronic_accessories,44.65,3,6.6975,140.6475,17/1/2023,Card
135-84-8019,C-23-1-783,Female,Table Lamp,Home_and_lifestyle,77.93,9,35.0685,736.4385,11/1/2023,AYA Pay
441-94-7118,C-23-1-784,Male,Power Bank,Electronic_accessories,71.95,1,3.5975,75.5475,25/1/2023,KBZ Pay
531-80-1784,C-23-1-785,Male,Cushion,Home_and_lifestyle,26.02,7,9.107,191.247,2/1/2023,AYA Pay
834-61-8124,C-23-1-786,Male,Charger,Electronic_accessories,51.69,7,18.0915,379.9215,11/1/2023,CB Pay
612-36-5536,C-23-1-787,Male,Juice,Food_and_beverages,80.96,8,32.384,680.064,26/1/2023,Card
462-67-9126,C-23-1-788,Male,Sunglasses,Fashion_accessories,73.22,6,21.966,461.286,1/1/2023,Wave Pay
468-88-0009,C-23-1-789,Male,Coffee,Food_and_beverages,65.94,4,13.188,276.948,14/1/2023,KBZ Pay
254-31-0042,C-23-1-790,Male,Juice,Food_and_beverages,21.5,9,9.675,203.175,15/1/2023,Cash
422-29-8786,C-23-1-791,Female,Gym Towel,Sports_and_travel,67.09,5,16.7725,352.2225,24/1/2023,AYA Pay
667-23-5919,C-23-1-792,Female,Juice,Food_and_beverages,96.7,5,24.175,507.675,30/1/2023,Card
289-15-7034,C-23-1-793,Male,Face Wash,Health_and_beauty,82.33,4,16.466,345.786,27/1/2023,Card
662-72-2873,C-23-1-794,Female,Shampoo,Health_and_beauty,40.94,5,10.235,214.935,10/1/2023,KBZ Pay
725-56-0833,C-23-1-795,Female,Face Wash,Health_and_beauty,32.32,10,16.16,339.36,3/1/2023,Card
563-36-9814,C-23-1-796,Male,Chips,Food_and_beverages,76.82,1,3.841,80.661,7/1/2023,KBZ Pay
308-47-4913,C-23-1-797,Female,Watch,Fashion_accessories,52.26,10,26.13,548.73,23/1/2023,AYA Pay
885-17-6250,C-23-1-798,Female,Watch,Fashion_accessories,79.74,1,3.987,83.727,10/1/2023,Cash
726-27-2396,C-23-1-799,Female,Running Shoes,Sports_and_travel,77.5,5,19.375,406.875,14/1/2023,KBZ Pay
316-01-3952,C-23-1-800,Female,Yoga Mat,Sports_and_travel,54.27,5,13.5675,284.9175,10/1/2023,AYA Pay
882-40-4577,C-23-1-801,Male,Chips,Food_and_beverages,67.26,4,13.452,282.492,15/1/2023,CB Pay
732-67-5346,C-23-1-802,Male,Earphones,Electronic_accessories,13.79,5,3.4475,72.3975,16/1/2023,CB Pay
256-08-8343,C-23-1-803,Female,Body Lotion,Health_and_beauty,56.53,4,11.306,237.426,1/1/2023,KBZ Pay
132-23-6451,C-23-1-804,Male,Wall Clock,Home_and_lifestyle,20.97,5,5.2425,110.0925,22/1/2023,KBZ Pay
696-90-2548,C-23-1-805,Male,Charger,Electronic_accessories,25.84,3,3.876,81.396,9/1/2023,CB Pay
472-15-9636,C-23-1-806,Male,Sunscreen,Health_and_beauty,50.93,8,20.372,427.812,26/1/2023,Wave Pay
745-71-3520,C-23-1-807,Female,Scarf,Fashion_accessories,25.22,7,8.827,185.367,6/1/2023,KBZ Pay
269-10-8440,C-23-1-808,Male,Earphones,Electronic_accessories,53.17,7,18.6095,390.7995,30/1/2023,CB Pay
325-77-6186,C-23-1-809,Female,Yoga Mat,Sports_and_travel,90.65,10,45.325,951.825,3/1/2023,AYA Pay
459-50-7686,C-23-1-810,Female,Yoga Mat,Sports_and_travel,23.46,6,7.038,147.798,4/1/2023,KBZ Pay
345-08-4992,C-23-1-811,Male,Cookies,Food_and_beverages,33.99,6,10.197,214.137,18/1/2023,KBZ Pay
138-17-5109,C-23-1-812,Female,Cookies,Food_and_beverages,89.21,9,40.1445,843.0345,20/1/2023,AYA Pay
301-11-9629,C-23-1-813,Female,Picture Frame,Home_and_lifestyle,19.1,7,6.685,140.385,10/1/2023,AYA Pay
727-17-0390,C-23-1-814,Female,Sunglasses,Fashion_accessories,63.61,5,15.9025,333.9525,11/1/2023,Cash
568-88-3448,C-23-1-815,Male,Watch,Fashion_accessories,25.0,1,1.25,26.25,22/1/2023,Card
187-83-5490,C-23-1-816,Male,Shampoo,Health_and_beauty,20.77,4,4.154,87.234,26/1/2023,Cash
470-32-9057,C-23-1-817,Male,Cookies,Food_and_beverages,51.34,5,12.835,269.535,18/1/2023,Wave Pay
340-21-9136,C-23-1-818,Female,Candles,Home_and_lifestyle,40.05,4,8.01,168.21,26/1/2023,CB Pay
405-31-3305,C-23-1-819,Male,Power Bank,Electronic_accessories,43.13,10,21.565,452.865,7/1/2023,CB Pay
676-39-6028,C-23-1-820,Female,Backpack,Sports_and_travel,64.44,5,16.11,338.31,23/1/2023,Card
502-05-1910,C-23-1-821,Male,Yoga Mat,Sports_and_travel,65.18,3,9.777,205.317,2/1/2023,Cash
485-30-8700,C-23-1-822,Female,Backpack,Sports_and_travel,33.26,5,8.315,174.615,6/1/2023,Card
575-67-1508,C-23-1-823,Male,Earphones,Electronic_accessories,38.6,1,1.93,40.53,20/1/2023,Cash
674-15-9296,C-23-1-824,Male,Water Bottle,Sports_and_travel,37.14,5,9.285,194.985,6/1/2023,Cash
795-49-7276,C-23-1-825,Male,Chips,Food_and_beverages,37.15,4,7.43,156.03,9/1/2023,Card
510-09-5628,C-23-1-826,Female,Watch,Fashion_accessories,19.66,10,9.83,206.43,28/1/2023,CB Pay
420-18-8989,C-23-1-827,Female,Wall Clock,Home_and_lifestyle,51.52,8,20.608,432.768,21/1/2023,Wave Pay
726-29-6793,C-23-1-828,Male,Cookies,Food_and_beverages,24.18,8,9.672,203.112,2/1/2023,AYA Pay
209-61-0206,C-23-1-829,Female,Sunscreen,Health_and_beauty,42.91,5,10.7275,225.2775,9/1/2023,AYA Pay
595-27-4851,C-23-1-830,Female,Running Shoes,Sports_and_travel,54.28,7,18.998,398.958,17/1/2023,AYA Pay
189-52-0236,C-23-1-831,Male,Lip Balm,Health_and_beauty,99.55,7,34.8425,731.6925,24/1/2023,Wave Pay
220-28-1851,C-23-1-832,Male,Scarf,Fashion_accessories,34.73,2,3.473,72.933,17/1/2023,KBZ Pay
609-81-8548,C-23-1-833,Female,Gym Towel,Sports_and_travel,37.44,6,11.232,235.872,23/1/2023,Cash
534-01-4457,C-23-1-834,Male,Chips,Food_and_beverages,81.71,6,24.513,514.773,7/1/2023,KBZ Pay
719-89-8991,C-23-1-835,Female,Picture Frame,Home_and_lifestyle,91.41,5,22.8525,479.9025,2/1/2023,Wave Pay
827-77-7633,C-23-1-836,Male,Running Shoes,Sports_and_travel,98.09,9,44.1405,926.9505,13/1/2023,Card
287-83-1405,C-23-1-837,Male,Juice,Food_and_beverages,25.43,6,7.629,160.209,13/1/2023,AYA Pay
435-13-4908,C-23-1-838,Male,Running Shoes,Sports_and_travel,86.68,8,34.672,728.112,4/1/2023,AYA Pay
892-05-6689,C-23-1-839,Female,Candles,Home_and_lifestyle,28.32,5,7.08,148.68,9/1/2023,Card
643-38-7867,C-23-1-840,Male,Hat,Fashion_accessories,97.94,1,4.897,102.837,20/1/2023,AYA Pay
308-81-0538,C-23-1-841,Female,Wall Clock,Home_and_lifestyle,73.05,4,14.61,306.81,11/1/2023,CB Pay
460-35-4390,C-23-1-842,Male,Hat,Fashion_accessories,30.68,3,4.602,96.642,22/1/2023,Wave Pay
647-50-1224,C-23-1-843,Female,Power Bank,Electronic_accessories,29.42,10,14.71,308.91,27/1/2023,Cash
541-48-8554,C-23-1-844,Male,Wall Clock,Home_and_lifestyle,60.95,9,27.4275,575.9775,24/1/2023,Cash
213-32-1216,C-23-1-845,Female,Gym Towel,Sports_and_travel,66.06,6,19.818,416.178,6/1/2023,Cash
134-75-2619,C-23-1-846,Male,Bracelet,Fashion_accessories,19.32,7,6.762,142.002,20/1/2023,AYA Pay
712-39-0363,C-23-1-847,Male,Scarf,Fashion_accessories,41.66,6,12.498,262.458,19/1/2023,CB Pay
218-59-9410,C-23-1-848,Female,Earphones,Electronic_accessories,72.42,3,10.863,228.123,23/1/2023,CB Pay
760-90-2357,C-23-1-849,Male,Water Bottle,Sports_and_travel,74.51,6,22.353,469.413,29/1/2023,Cash
698-98-5964,C-23-1-850,Female,Running Shoes,Sports_and_travel,81.21,10,40.605,852.705,20/1/2023,CB Pay
651-88-7328,C-23-1-851,Female,Gym Towel,Sports_and_travel,65.74,9,29.583,621.243,28/1/2023,Cash
239-48-4278,C-23-1-852,Male,Backpack,Sports_and_travel,10.13,7,3.5455,74.4555,30/1/2023,KBZ Pay
550-84-8664,C-23-1-853,Male,Gym Towel,Sports_and_travel,85.91,5,21.4775,451.0275,27/1/2023,AYA Pay
797-88-0493,C-23-1-854,Female,Water Bottle,Sports_and_travel,64.27,4,12.854,269.934,30/1/2023,Card
443-82-0585,C-23-1-855,Female,Hat,Fashion_accessories,77.68,4,15.536,326.256,1/1/2023,Card
127-47-6963,C-23-1-856,Male,Cushion,Home_and_lifestyle,51.71,4,10.342,217.182,28/1/2023,Cash
278-86-2735,C-23-1-857,Female,Wall Clock,Home_and_lifestyle,52.34,3,7.851,164.871,1/1/2023,Cash
695-28-6250,C-23-1-858,Female,Power Bank,Electronic_accessories,43.06,5,10.765,226.065,12/1/2023,KBZ Pay
227-50-3718,C-23-1-859,Male,Earphones,Electronic_accessories,14.62,5,3.655,76.755,16/1/2023,Wave Pay
560-49-6611,C-23-1-860,Female,Hat,Fashion_accessories,45.58,1,2.279,47.859,6/1/2023,Card
880-35-0356,C-23-1-861,Female,Backpack,Sports_and_travel,75.2,3,11.28,236.88,13/1/2023,Cash
152-68-2907,C-23-1-862,Male,Body Lotion,Health_and_beauty,52.2,3,7.83,164.43,7/1/2023,KBZ Pay
334-64-2006,C-23-1-863,Female,Face Wash,Health_and_beauty,70.32,2,7.032,147.672,25/1/2023,Cash
559-98-9873,C-23-1-864,Female,Hat,Fashion_accessories,53.65,7,18.7775,394.3275,17/1/2023,Cash
318-12-0304,C-23-1-865,Male,Sunscreen,Health_and_beauty,30.61,1,1.5305,32.1405,24/1/2023,AYA Pay
421-95-9805,C-23-1-866,Female,Power Bank,Electronic_accessories,28.96,1,1.448,30.408,5/1/2023,AYA Pay
443-59-0061,C-23-1-867,Male,Tea,Food_and_beverages,67.45,10,33.725,708.225,3/1/2023,CB Pay
509-29-3912,C-23-1-868,Female,Tea,Food_and_beverages,38.72,9,17.424,365.904,9/1/2023,Wave Pay
828-46-6863,C-23-1-869,Male,Bracelet,Fashion_accessories,98.53,6,29.559,620.739,11/1/2023,Card
420-97-3340,C-23-1-870,Female,Power Bank,Electronic_accessories,71.68,3,10.752,225.792,17/1/2023,Wave Pay
436-54-4512,C-23-1-871,Female,Backpack,Sports_and_travel,91.61,1,4.5805,96.1905,26/1/2023,AYA Pay
816-57-2053,C-23-1-872,Male,Juice,Food_and_beverages,60.87,2,6.087,127.827,10/1/2023,Card
856-66-2701,C-23-1-873,Male,Table Lamp,Home_and_lifestyle,53.3,3,7.995,167.895,28/1/2023,KBZ Pay
308-39-1707,C-23-1-874,Female,Table Lamp,Home_and_lifestyle,12.09,1,0.6045,12.6945,20/1/2023,Cash
149-61-1929,C-23-1-875,Male,Body Lotion,Health_and_beauty,64.19,10,32.095,673.995,24/1/2023,CB Pay
655-07-2265,C-23-1-876,Male,Gym Towel,Sports_and_travel,78.31,3,11.7465,246.6765,28/1/2023,AYA Pay
589-02-8023,C-23-1-877,Male,Shampoo,Health_and_beauty,83.77,2,8.377,175.917,18/1/2023,Wave Pay
610-46-4100,C-23-1-878,Male,Scarf,Fashion_accessories,28.95,7,10.1325,212.7825,8/1/2023,Cash
706-36-6154,C-23-1-879,Male,Juice,Food_and_beverages,19.36,9,8.712,182.952,5/1/2023,KBZ Pay
742-04-5161,C-23-1-880,Male,Watch,Fashion_accessories,72.78,10,36.39,764.19,21/1/2023,Cash
169-52-4504,C-23-1-881,Female,Table Lamp,Home_and_lifestyle,15.69,3,2.3535,49.4235,17/1/2023,KBZ Pay
562-12-5430,C-23-1-882,Female,Coffee,Food_and_beverages,88.15,3,13.2225,277.6725,12/1/2023,AYA Pay
816-72-8853,C-23-1-883,Female,Lip Balm,Health_and_beauty,27.93,5,6.9825,146.6325,29/1/2023,CB Pay
491-38-3499,C-23-1-884,Male,Picture Frame,Home_and_lifestyle,55.45,1,2.7725,58.2225,29/1/2023,CB Pay
518-17-2983,C-23-1-885,Female,Wall Clock,Home_and_lifestyle,48.63,4,9.726,204.246,15/1/2023,Card
588-47-8641,C-23-1-886,Male,Watch,Fashion_accessories,56.04,10,28.02,588.42,26/1/2023,CB Pay
811-03-8790,C-23-1-887,Female,Shampoo,Health_and_beauty,45.48,10,22.74,477.54,16/1/2023,CB Pay
274-05-5470,C-23-1-888,Female,Candles,Home_and_lifestyle,73.47,4,14.694,308.574,5/1/2023,AYA Pay
130-67-4723,C-23-1-889,Male,Shampoo,Health_and_beauty,48.5,6,14.55,305.55,25/1/2023,Card
105-10-6182,C-23-1-890,Male,Running Shoes,Sports_and_travel,21.48,2,2.148,45.108,6/1/2023,Card
648-83-1321,C-23-1-891,Male,Chips,Food_and_beverages,63.56,10,31.78,667.38,12/1/2023,Cash
305-03-2383,C-23-1-892,Female,Chips,Food_and_beverages,67.1,3,10.065,211.365,3/1/2023,Card
689-05-1884,C-23-1-893,Male,Coffee,Food_and_beverages,48.63,10,24.315,510.615,2/1/2023,KBZ Pay
800-09-8606,C-23-1-894,Female,Shampoo,Health_and_beauty,87.37,5,21.8425,458.6925,28/1/2023,AYA Pay
182-52-7000,C-23-1-895,Female,Shampoo,Health_and_beauty,27.04,4,5.408,113.568,9/1/2023,KBZ Pay
868-06-0466,C-23-1-896,Male,Scarf,Fashion_accessories,69.58,9,31.311,657.531,1/1/2023,Cash
445-30-9252,C-23-1-897,Male,Phone Case,Electronic_accessories,25.7,3,3.855,80.955,13/1/2023,Card
786-94-2700,C-23-1-898,Male,Chips,Food_and_beverages,80.62,6,24.186,507.906,24/1/2023,Card
258-92-7466,C-23-1-899,Female,Watch,Fashion_accessories,35.68,5,8.92,187.32,23/1/2023,Card
857-16-3520,C-23-1-900,Female,Earphones,Electronic_accessories,71.46,7,25.011,525.231,9/1/2023,Cash
482-17-1179,C-23-1-901,Male,Lip Balm,Health_and_beauty,11.94,3,1.791,37.611,22/1/2023,Cash
788-21-5741,C-23-1-902,Male,Phone Case,Electronic_accessories,45.38,3,6.807,142.947,20/1/2023,Cash
247-11-2470,C-23-1-903,Female,USB Cable,Electronic_accessories,22.32,4,4.464,93.744,20/1/2023,CB Pay
635-28-5728,C-23-1-904,Male,Scarf,Fashion_accessories,56.0,3,8.4,176.4,18/1/2023,Card
756-49-0168,C-23-1-905,Male,Juice,Food_and_beverages,19.7,1,0.985,20.685,17/1/2023,Cash
805-86-0265,C-23-1-906,Male,Sunglasses,Fashion_accessories,93.96,9,42.282,887.922,24/1/2023,KBZ Pay
373-14-0504,C-23-1-907,Female,Yoga Mat,Sports_and_travel,71.63,2,7.163,150.423,27/1/2023,KBZ Pay
